release_date,sentiment_analysis,item_name
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,0,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,0,Garry's Mod
2006,0,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,0,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,0,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,0,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,0,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,0,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,0,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,0,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,1,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,0,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,2,Garry's Mod
2006,0,Garry's Mod
2006,1,Garry's Mod
2006,2,Vegas: Make It Big
2006,1,FlatOut 2
2006,2,FlatOut 2
2005,0,FlatOut
2006,2,Sid Meier's Railroads!
2006,0,Devil May Cry 3: Special Edition
2006,0,Devil May Cry 3: Special Edition
2006,0,Devil May Cry 3: Special Edition
1996,2,Final DOOM
1995,2,The Ultimate DOOM
1995,2,The Ultimate DOOM
1994,2,DOOM II: Hell on Earth
2007,0,BioShock
2007,2,BioShock
2007,0,BioShock
2007,2,BioShock
2007,0,BioShock
2007,2,BioShock
2007,2,BioShock
2007,2,BioShock
2007,2,BioShock
2007,1,BioShock
2007,2,BioShock
2007,1,BioShock
2007,2,BioShock
2007,2,BioShock
2007,2,BioShock
2007,2,BioShock
2007,2,BioShock
2007,1,BioShock
2007,2,BioShock
2007,2,BioShock
2007,2,BioShock
2007,2,BioShock
2007,2,BioShock
2007,1,BioShock
2007,0,BioShock
2007,1,BioShock
2006,1,"Warhammer 40,000: Dawn of War - Game of the Year Edition"
2006,1,"Warhammer 40,000: Dawn of War - Game of the Year Edition"
2006,2,"Warhammer 40,000: Dawn of War - Game of the Year Edition"
2006,2,"Warhammer 40,000: Dawn of War - Game of the Year Edition"
2006,2,"Warhammer 40,000: Dawn of War - Game of the Year Edition"
2006,1,"Warhammer 40,000: Dawn of War – Dark Crusade"
2006,1,"Warhammer 40,000: Dawn of War – Dark Crusade"
2006,2,"Warhammer 40,000: Dawn of War – Dark Crusade"
2006,1,"Warhammer 40,000: Dawn of War – Dark Crusade"
2006,2,"Warhammer 40,000: Dawn of War – Dark Crusade"
2006,2,"Warhammer 40,000: Dawn of War – Dark Crusade"
2006,2,"Warhammer 40,000: Dawn of War – Dark Crusade"
2006,2,"Warhammer 40,000: Dawn of War – Dark Crusade"
2004,2,Rome: Total War
2004,2,Rome: Total War
2004,2,Rome: Total War
2004,1,Rome: Total War
2004,1,Rome: Total War
2004,1,Rome: Total War
2003,2,Midnight Club II
2003,2,Max Payne 2: The Fall of Max Payne
2003,0,Max Payne 2: The Fall of Max Payne
2006,2,Tomb Raider: Legend
2001,2,Max Payne
2008,2,Command and Conquer: Red Alert 3
2008,2,Command and Conquer: Red Alert 3
2008,2,Command and Conquer: Red Alert 3
2008,1,Command and Conquer: Red Alert 3
2007,2,Prison Tycoon 3: Lockdown
2006,0,RollerCoaster Tycoon 3: Platinum!
2006,2,RollerCoaster Tycoon 3: Platinum!
2006,2,RollerCoaster Tycoon 3: Platinum!
2006,2,RollerCoaster Tycoon 3: Platinum!
2006,1,RollerCoaster Tycoon 3: Platinum!
2004,2,Far Cry
2004,2,Far Cry
2004,2,Far Cry
2007,2,Silent Hunter: Wolves of the Pacific
2006,0,IL-2 Sturmovik: 1946
2008,2,FlatOut: Ultimate Carnage
1998,2,Oddworld: Abe's Exoddus
1998,2,Oddworld: Abe's Exoddus
1997,2,Oddworld: Abe's Oddysee
1997,2,Oddworld: Abe's Oddysee
1997,2,Oddworld: Abe's Oddysee
1997,2,Oddworld: Abe's Oddysee
1997,1,Oddworld: Abe's Oddysee
1997,2,Oddworld: Abe's Oddysee
1997,0,Oddworld: Abe's Oddysee
1997,0,Oddworld: Abe's Oddysee
1997,2,X-COM: Apocalypse
1993,0,X-COM: UFO Defense
1993,2,X-COM: UFO Defense
2008,1,S.T.A.L.K.E.R.: Clear Sky
2008,2,S.T.A.L.K.E.R.: Clear Sky
2008,2,S.T.A.L.K.E.R.: Clear Sky
2008,1,S.T.A.L.K.E.R.: Clear Sky
2008,2,S.T.A.L.K.E.R.: Clear Sky
2008,0,S.T.A.L.K.E.R.: Clear Sky
2007,2,Crysis
2007,0,Crysis
2008,2,The Witcher: Enhanced Edition
2008,2,The Witcher: Enhanced Edition
2008,2,The Witcher: Enhanced Edition
2008,2,The Witcher: Enhanced Edition
2008,2,The Witcher: Enhanced Edition
2008,2,The Witcher: Enhanced Edition
2008,2,The Witcher: Enhanced Edition
2008,2,The Witcher: Enhanced Edition
2008,2,The Witcher: Enhanced Edition
2008,2,The Witcher: Enhanced Edition
2008,2,The Witcher: Enhanced Edition
2008,1,The Witcher: Enhanced Edition
2008,2,The Witcher: Enhanced Edition
2008,2,LEGO Batman: The Videogame
2008,0,LEGO Batman: The Videogame
2008,2,Brothers in Arms: Hell's Highway
2008,2,World of Goo
2008,0,World of Goo
2008,0,Bully: Scholarship Edition
2008,2,Bully: Scholarship Edition
2008,1,Bully: Scholarship Edition
2008,2,Bully: Scholarship Edition
2008,2,Bully: Scholarship Edition
2008,2,Bully: Scholarship Edition
2008,0,Bully: Scholarship Edition
2008,2,Far Cry 2
2008,2,Space Trader: Merchant Marine
2009,2,Saints Row 2
2009,2,Saints Row 2
2009,2,Saints Row 2
2009,2,Saints Row 2
2009,0,Saints Row 2
2009,2,Saints Row 2
2009,1,Saints Row 2
2009,0,Saints Row 2
2009,1,Saints Row 2
2009,1,Saints Row 2
2009,2,Saints Row 2
2008,2,Dead Space
2008,2,Dead Space
2008,1,Dead Space
2008,2,Dead Space
2008,0,Dead Space
2009,0,Mirror's Edge
2009,0,Mirror's Edge
2009,2,Mirror's Edge
2009,2,Mirror's Edge
2009,2,Mirror's Edge
2009,2,Mirror's Edge
2009,1,Mirror's Edge
2009,1,Mirror's Edge
2009,2,Mirror's Edge
2009,0,Mirror's Edge
2009,0,Mirror's Edge
2009,2,Mirror's Edge
2009,0,Mirror's Edge
2009,0,Mirror's Edge
2009,2,Mirror's Edge
2009,2,Mirror's Edge
2009,2,Mirror's Edge
2009,2,Mirror's Edge
2009,0,Mirror's Edge
2009,0,Mirror's Edge
2009,2,Mirror's Edge
2009,1,Mirror's Edge
2009,2,Mirror's Edge
2009,2,Mirror's Edge
2009,2,Mirror's Edge
2009,2,Mirror's Edge
2009,1,Mirror's Edge
2009,2,Mirror's Edge
2009,1,Mirror's Edge
2008,2,Defense Grid: The Awakening
2009,2,Larva Mortus
2007,0,Penumbra: Overture
2007,2,Penumbra: Overture
2007,2,Unreal Tournament 3: Black Edition
2009,1,Burnout Paradise: The Ultimate Box
2009,2,Burnout Paradise: The Ultimate Box
2009,2,Burnout Paradise: The Ultimate Box
2009,2,Burnout Paradise: The Ultimate Box
2009,2,Burnout Paradise: The Ultimate Box
2009,0,Burnout Paradise: The Ultimate Box
2009,2,Burnout Paradise: The Ultimate Box
2009,2,Burnout Paradise: The Ultimate Box
2009,1,Burnout Paradise: The Ultimate Box
2009,2,X-Blades
2009,2,X-Blades
2009,2,Zeno Clash
2009,1,Zeno Clash
2009,1,Prototype
2009,1,Prototype
2009,2,Prototype
2009,2,Prototype
2007,2,The Elder Scrolls IV: Oblivion 
2007,0,The Elder Scrolls IV: Oblivion 
2007,1,The Elder Scrolls IV: Oblivion 
2007,2,The Elder Scrolls IV: Oblivion 
2007,1,The Elder Scrolls IV: Oblivion 
2007,1,The Elder Scrolls IV: Oblivion 
2002,2,The Elder Scrolls III: Morrowind
2002,2,The Elder Scrolls III: Morrowind
2002,2,The Elder Scrolls III: Morrowind
2002,2,The Elder Scrolls III: Morrowind
2002,0,The Elder Scrolls III: Morrowind
2002,0,The Elder Scrolls III: Morrowind
2002,2,The Elder Scrolls III: Morrowind
2002,2,The Elder Scrolls III: Morrowind
2009,2,Street Fighter IV
2009,2,Street Fighter IV
2005,0,STAR WARS™ Battlefront™ II
2005,2,STAR WARS™ Battlefront™ II
2005,2,STAR WARS™ Battlefront™ II
2005,2,STAR WARS™ Battlefront™ II
2005,2,STAR WARS™ Battlefront™ II
2005,0,STAR WARS™ Battlefront™ II
2005,2,STAR WARS™ Battlefront™ II
2005,1,STAR WARS™ Battlefront™ II
2005,2,STAR WARS™ Battlefront™ II
2005,2,STAR WARS™ Battlefront™ II
2005,2,STAR WARS™ Battlefront™ II
2005,1,STAR WARS™ Battlefront™ II
2005,2,STAR WARS™ Battlefront™ II
